IDE;aitem1;aitem2;aitem3;aitem4;aitem5;aitem6;aitem7;aitem8;aitem9;aitem10;aitem11;aitem12;aitem13;aitem14;aitem15;aitem16;aitem17;aitem18;aitem19;aitem20;aitem21;aitem22;aitem23;aitem24;aitem25;aitem26;aitem27;aitem28;aitem29;aitem30;aitem31;aitem32;aitem33;aitem34;aitem35;aitem36;aitem37
R535;3;1;4;2;1;2;2;1;5;2;4;2;3;3;1;4;4;5;2;5;4;3;5;1;1;4;2;5;1;4;4;2;1;3;5;2;5
R536;2;2;2;1;3;4;1;2;3;2;4;1;5;3;1;5;2;4;2;4;1;4;5;2;1;2;5;4;4;1;1;4;2;3;1;5;3
R537;4;1;4;1;4;4;5;2;2;4;5;4;5;2;2;3;4;3;1;3;3;5;5;2;3;5;2;4;2;1;4;5;2;5;3;2;4
R538;5;2;4;3;1;4;1;4;2;2;1;1;3;3;2;4;4;5;3;4;1;1;4;1;5;2;5;1;3;5;4;5;3;4;3;5;4
R539;3;4;1;3;5;2;3;3;2;5;1;3;1;4;4;1;2;5;1;3;5;3;2;2;2;4;5;4;1;5;3;3;5;2;1;1;5
R540;4;5;5;2;2;1;3;4;2;1;3;2;1;4;3;5;5;5;5;2;1;3;1;2;2;1;1;5;1;1;1;3;2;1;4;5;1
R541;5;3;5;2;1;3;5;3;1;5;2;3;2;4;2;2;4;1;4;3;5;1;4;3;1;4;3;4;5;2;3;5;1;2;1;2;5
R542;2;2;1;5;1;5;4;2;5;5;4;1;1;3;4;4;1;2;4;3;1;4;5;4;1;3;1;2;5;5;4;1;1;4;3;3;2
R543;3;1;1;5;1;2;4;4;4;5;1;4;2;5;5;5;5;5;3;1;3;5;4;2;3;4;1;1;3;1;1;2;1;3;1;1;3
R544;5;4;5;4;1;5;4;3;2;2;4;3;4;1;4;5;4;2;4;2;1;2;1;4;2;5;1;5;4;3;5;3;2;5;4;1;4
R545;5;3;5;3;2;1;5;4;4;3;4;3;5;4;3;2;4;1;1;2;4;4;2;1;1;1;2;5;4;3;1;3;1;5;4;1;1
R546;4;2;3;1;2;2;2;4;3;5;1;4;3;2;3;4;4;5;5;5;3;5;2;2;5;2;4;1;2;2;4;2;3;5;4;5;1
R547;2;3;2;4;5;3;4;3;5;5;3;5;5;1;5;3;4;4;3;4;2;3;3;5;2;1;5;5;1;4;2;4;4;3;5;4;4
R548;2;4;1;5;4;4;1;2;5;5;2;5;4;5;4;3;1;1;2;4;3;3;3;2;4;4;5;5;2;5;3;5;4;2;2;2;4
R549;1;4;4;4;2;1;3;2;2;3;3;2;3;3;2;4;1;5;3;5;1;2;5;1;5;5;2;4;1;5;3;4;2;2;5;2;4
R550;3;4;2;3;1;3;5;1;2;4;5;3;2;2;2;3;5;1;4;2;2;1;3;3;4;3;2;4;2;1;5;1;5;2;1;2;4
R551;1;5;1;3;1;3;2;3;4;1;4;1;1;5;5;5;2;4;4;4;5;3;1;1;4;1;3;3;2;1;2;3;4;1;3;1;5
R552;5;3;4;5;1;4;4;2;3;3;5;5;3;5;4;4;5;3;4;2;5;5;3;4;1;3;1;1;4;4;3;1;4;2;3;1;1
R553;2;1;5;2;2;3;5;3;1;3;3;5;5;3;3;1;3;2;3;5;2;5;1;4;4;5;3;1;3;5;3;3;3;2;3;3;2
R554;5;2;3;1;5;1;3;5;4;5;5;4;1;1;4;4;2;1;2;5;1;5;4;1;3;4;1;4;1;2;3;2;5;1;5;3;3
R555;3;5;2;5;3;3;2;4;5;2;1;1;5;4;2;1;5;3;3;5;4;4;4;5;1;4;4;5;4;3;4;5;3;1;5;4;3
R556;4;2;3;1;1;5;5;4;4;2;3;4;2;5;5;2;3;2;3;3;2;4;3;5;4;3;5;5;5;1;3;4;4;4;5;4;1
R557;4;1;3;5;1;4;4;4;4;3;5;5;5;1;1;2;2;1;5;5;3;3;5;4;2;1;5;5;3;5;2;1;5;2;3;1;4
R558;1;5;1;4;3;1;2;3;1;2;5;5;1;3;3;3;3;1;5;5;5;4;4;1;3;1;3;4;1;1;5;5;5;5;2;1;3
R559;5;3;2;1;4;2;1;5;5;3;4;5;1;2;1;5;4;3;2;1;2;2;1;4;5;5;1;5;3;4;3;5;4;2;5;4;4
R560;5;4;5;2;1;5;2;2;2;5;1;1;3;4;2;2;2;5;3;3;2;1;4;4;5;4;5;4;2;3;3;2;5;4;2;3;5
R561;5;2;5;5;1;5;3;1;5;3;3;2;5;4;4;1;2;5;1;1;4;5;2;3;4;1;5;5;3;5;5;3;3;4;3;2;4
R562;4;4;5;5;5;2;2;2;3;1;4;4;4;4;2;4;2;1;4;1;4;4;4;3;3;3;2;1;3;3;4;4;5;1;2;5;4
R563;2;1;3;5;2;4;2;5;1;1;5;4;4;2;1;3;1;3;5;4;3;1;2;2;5;1;3;1;2;5;3;2;4;3;3;3;2
R564;5;3;3;3;2;4;3;3;1;2;2;4;1;1;5;4;3;5;3;2;4;5;5;1;1;3;1;2;3;4;2;5;1;3;4;2;3
R565;1;5;5;1;5;2;1;4;5;3;3;1;3;2;1;2;3;2;2;1;3;3;2;1;3;3;3;2;3;3;1;5;5;5;4;1;1
R566;3;3;1;4;4;2;2;2;1;2;5;2;3;1;3;2;4;4;1;1;5;4;2;4;1;5;1;1;1;5;4;2;2;1;4;5;5
R567;2;5;5;3;4;5;4;2;5;2;2;2;5;1;1;2;3;3;3;2;5;5;4;4;2;2;1;5;5;3;1;4;1;2;5;3;3
R568;4;1;4;1;4;3;5;1;1;4;4;2;3;2;4;5;5;1;5;4;3;1;1;5;4;5;3;1;2;2;3;2;5;5;3;3;5
R569;5;1;1;1;4;2;1;3;5;2;1;3;4;3;1;4;5;5;4;3;5;5;3;4;5;2;5;5;4;3;4;5;2;3;5;5;4
R570;4;4;4;3;3;1;3;4;4;1;2;2;1;4;1;2;5;3;1;3;2;4;1;3;4;3;5;3;5;2;1;2;4;2;2;5;3
R571;5;4;4;2;2;4;3;3;5;4;3;4;1;1;1;3;5;5;4;1;4;2;4;1;2;5;4;5;4;1;2;4;3;4;3;3;5
R572;5;5;1;3;1;3;3;4;3;3;4;4;4;2;5;2;4;4;2;4;3;5;2;5;2;2;1;2;5;1;2;2;5;2;1;5;1
R573;1;2;5;5;4;1;1;5;3;2;3;3;2;3;5;1;3;5;1;4;1;4;5;3;5;4;5;4;4;2;5;5;1;1;3;5;1
R574;3;4;2;1;5;4;2;4;2;1;2;1;3;1;3;2;2;2;3;4;3;4;1;1;1;5;3;3;3;3;2;2;3;3;3;3;4
R575;4;4;2;2;5;1;5;5;2;5;3;3;3;4;1;5;5;3;4;5;5;5;4;1;4;2;4;5;3;4;3;1;1;4;5;4;2
R576;4;5;4;2;4;2;1;1;1;2;5;2;2;3;5;3;4;4;2;1;4;2;5;2;2;1;1;3;1;3;5;4;5;4;4;1;1
R577;4;4;1;3;4;1;1;1;2;3;1;4;2;2;1;4;1;4;4;3;2;1;4;1;3;1;3;1;4;1;3;5;4;4;4;2;1
R578;2;1;5;2;3;4;2;3;3;5;1;4;1;3;2;4;1;4;3;3;3;4;4;4;5;3;4;3;1;4;2;2;4;4;1;4;3
R579;1;4;3;1;1;1;3;4;3;4;2;4;3;4;5;5;4;1;3;1;5;2;5;5;5;4;4;3;4;1;5;5;5;4;2;1;3
R580;5;4;1;5;1;5;5;2;4;4;3;4;3;5;5;2;5;2;2;3;4;2;1;3;5;1;3;3;3;1;2;5;2;5;5;1;2
R581;5;5;4;3;5;1;4;5;2;2;1;2;5;1;3;1;4;4;4;3;2;3;2;4;1;3;4;3;5;3;5;2;2;4;4;2;5
R582;1;4;1;2;2;3;3;4;4;1;1;5;3;2;3;4;4;2;4;2;3;3;5;4;2;5;4;3;1;1;3;3;4;3;5;1;2
R583;1;3;5;1;1;4;4;4;5;4;1;2;3;1;1;3;4;4;4;5;2;5;5;5;4;4;1;4;5;5;1;3;1;3;2;5;5
R584;3;2;3;4;5;5;3;5;1;1;2;2;3;2;2;2;2;4;1;3;5;2;3;5;4;4;1;2;4;2;3;1;1;1;5;4;2
R585;5;2;1;5;2;2;3;4;3;5;4;5;5;4;5;5;1;3;2;2;1;5;4;1;5;5;1;4;1;2;5;4;1;2;4;2;4
R586;1;1;4;2;2;4;4;2;4;1;5;1;5;4;5;4;5;2;4;3;5;5;5;5;3;5;1;4;4;2;1;1;1;2;1;4;1
R587;2;4;1;5;5;3;1;5;3;3;4;3;1;2;2;2;3;4;5;5;5;2;3;5;1;5;3;2;5;2;1;2;2;2;3;2;1
R588;5;3;2;2;2;4;1;4;2;2;5;1;2;2;1;2;4;2;5;5;5;4;1;3;1;1;1;4;3;4;3;4;1;4;3;5;5
R589;4;2;5;4;4;5;5;1;2;5;4;4;3;2;2;2;2;3;2;5;4;1;5;1;3;2;1;2;2;4;2;3;1;1;3;2;2
R590;2;4;5;4;4;1;5;3;3;3;5;5;2;1;3;3;4;5;5;1;1;4;5;5;5;3;2;1;2;3;4;5;5;1;4;2;5
R591;1;4;4;4;4;4;2;3;3;1;2;4;4;5;3;2;2;2;4;2;5;3;3;2;4;3;5;5;2;1;3;2;4;5;4;3;1
R592;4;3;1;1;4;1;5;2;2;1;3;5;4;3;1;3;1;1;2;3;4;2;4;1;2;5;4;3;2;4;1;2;3;5;3;4;2
R593;3;3;3;2;4;3;5;4;5;4;1;4;5;1;1;2;4;4;4;5;5;1;3;2;2;3;5;4;4;1;4;1;3;2;5;3;4
R594;3;5;4;3;2;1;4;1;5;5;4;1;2;5;3;2;1;3;5;2;3;2;2;1;1;2;4;2;3;1;4;2;4;3;2;1;3
R595;1;1;3;1;5;5;1;3;2;3;3;2;2;4;5;4;2;2;4;3;4;1;4;2;5;3;1;4;3;3;4;2;4;1;1;4;2
R596;4;3;5;2;5;2;1;1;2;5;2;2;2;3;1;4;3;1;4;2;4;3;2;3;2;5;4;1;2;2;1;2;3;1;2;1;2
R597;5;3;1;4;1;3;5;1;1;1;4;1;3;1;1;5;5;1;3;1;1;5;3;2;3;5;2;3;4;3;1;2;1;3;5;3;4
R598;2;2;2;1;5;5;5;1;4;5;5;5;1;4;2;4;5;4;5;2;5;1;1;1;3;2;3;4;1;3;5;3;2;2;1;5;4
R599;5;1;4;3;4;5;1;4;2;4;3;3;2;1;5;2;3;2;2;5;3;5;5;4;1;1;4;1;3;2;3;5;4;5;5;3;4
R600;3;4;3;2;2;2;1;3;4;3;3;3;1;5;3;5;4;1;5;5;1;4;3;5;2;1;2;4;2;3;3;4;2;3;3;3;3
R601;3;3;3;5;3;1;5;1;5;3;1;1;1;1;4;5;5;5;2;4;4;5;2;4;3;3;2;3;3;4;4;5;4;5;2;2;5
R602;2;2;4;1;5;3;2;1;3;4;3;4;3;3;5;3;4;1;2;3;4;4;5;2;1;2;2;3;3;2;5;1;3;3;4;2;3
R603;1;4;4;3;1;5;4;5;4;5;1;1;1;3;4;4;1;5;1;3;3;5;2;2;5;2;1;3;5;1;4;2;4;4;3;3;4
R604;3;4;3;2;1;5;5;1;2;4;3;4;3;2;3;2;5;5;1;1;4;5;5;3;1;2;2;5;1;2;5;5;4;2;1;1;3
R605;2;5;1;5;1;4;3;3;5;1;3;3;5;2;3;4;3;5;5;5;4;5;3;2;3;3;1;5;4;4;1;2;3;4;3;1;5
R606;4;4;3;4;3;5;4;4;3;2;4;3;2;3;5;3;2;5;3;4;1;5;2;3;5;4;5;1;2;5;4;4;3;4;1;2;2
R607;2;2;1;4;5;3;3;1;1;5;3;3;3;3;3;5;3;4;1;2;4;5;4;4;3;4;1;5;5;3;4;3;2;5;3;1;4
R608;2;5;3;3;1;4;2;2;4;1;3;4;4;3;4;4;3;3;5;3;1;5;2;5;3;3;1;3;4;3;2;3;3;1;3;5;2
R609;1;4;5;3;3;2;5;4;1;1;5;3;3;3;3;1;4;3;3;1;4;5;2;5;1;3;5;3;5;3;2;3;2;2;3;3;1
R610;5;5;4;1;2;5;3;2;2;1;2;5;3;4;5;3;2;5;2;4;5;4;2;4;3;5;3;3;1;3;4;2;2;3;5;3;5
R611;3;5;2;5;2;2;1;2;3;4;1;4;5;3;5;3;4;4;5;3;5;4;4;3;2;4;2;2;2;3;5;4;2;3;5;5;5
R612;3;5;2;2;3;5;2;1;5;5;3;2;1;5;2;1;5;5;5;1;2;3;1;1;3;2;1;5;2;4;5;4;4;5;3;3;1
R613;1;1;3;4;5;4;3;5;3;1;1;1;1;1;3;4;4;3;5;4;4;1;5;5;2;4;1;1;5;3;2;4;1;1;2;2;2
R614;2;5;3;4;3;2;1;4;1;3;3;1;1;1;4;4;1;3;2;3;5;3;1;2;3;4;5;2;1;1;1;2;4;2;3;5;1
R615;5;3;1;1;1;2;4;2;3;4;5;3;5;2;2;3;4;2;1;5;3;3;4;5;4;4;3;4;4;2;5;1;4;4;2;5;1
R616;3;2;4;1;1;5;4;1;2;4;5;3;2;1;5;2;4;2;2;3;1;5;2;2;2;4;5;1;5;1;1;2;2;5;5;1;3
R617;5;3;5;1;5;1;2;2;1;3;5;2;1;5;5;1;2;4;3;1;1;5;3;2;5;1;2;2;5;2;3;4;3;5;2;5;1
R618;4;5;5;4;2;1;5;3;5;1;3;1;2;2;4;2;1;1;3;4;5;4;4;3;1;3;2;4;2;1;1;3;3;1;5;1;3
R619;2;5;1;4;4;2;5;4;5;5;2;4;3;4;2;3;4;1;1;4;3;5;2;5;4;5;1;5;2;2;5;2;2;3;4;4;5
R620;5;2;5;3;1;2;3;4;3;1;1;5;2;2;2;4;5;4;5;4;2;3;5;3;5;3;2;5;4;5;5;2;2;5;4;4;3
R621;3;5;3;5;1;3;2;1;5;2;2;2;3;3;1;4;5;2;5;2;1;1;5;2;1;4;2;4;2;4;4;4;4;1;3;1;4
R622;3;4;5;5;2;3;2;5;4;2;4;4;3;1;5;5;4;2;5;3;4;5;1;2;3;1;2;1;5;3;1;1;5;5;3;4;5
R623;4;3;4;3;1;2;1;3;3;1;5;1;3;1;3;4;5;3;3;1;5;4;1;3;4;1;2;2;3;1;1;5;3;4;1;2;3
R624;2;4;1;3;3;1;2;5;4;1;4;5;4;4;1;3;1;2;1;1;3;5;2;5;5;3;4;4;1;5;1;5;3;2;3;3;5
R625;2;5;2;1;5;1;4;3;4;3;1;3;2;4;2;3;1;3;2;3;1;5;2;2;5;4;4;2;2;2;5;4;2;3;2;4;5
R626;4;1;5;3;5;3;3;2;5;1;3;3;5;3;1;2;3;4;1;1;5;2;2;3;4;5;4;4;4;1;1;2;1;2;5;2;3
R627;4;3;5;4;2;3;3;4;2;1;5;4;5;2;2;4;3;1;5;2;2;2;5;5;5;3;3;1;5;2;5;5;1;4;3;5;1
R628;2;5;4;3;5;2;3;1;2;1;3;4;2;4;5;3;2;4;1;5;2;1;5;5;3;2;1;5;4;5;2;2;3;1;4;3;2
R629;5;5;2;5;1;3;3;1;4;5;2;4;3;3;2;1;5;1;2;4;3;5;2;3;3;1;4;1;5;1;3;1;1;2;3;5;4
R630;2;3;3;3;1;4;2;5;2;1;2;3;3;4;3;2;2;1;3;3;2;2;4;3;1;4;3;5;4;3;2;1;3;3;5;4;4
R631;3;2;1;2;3;1;4;4;5;5;1;2;5;5;4;2;2;2;3;2;4;4;2;4;4;3;1;4;5;2;1;5;1;1;3;3;2
R632;1;3;5;2;5;5;2;2;5;4;5;4;3;1;5;3;2;1;4;3;2;5;2;1;3;3;1;3;5;5;2;2;1;5;1;3;4
R633;2;4;3;2;5;4;1;4;4;5;1;3;2;1;1;4;3;1;5;1;3;5;5;3;4;5;2;2;4;2;2;4;5;3;5;3;3
R634;2;2;5;4;1;1;3;1;3;3;4;5;4;1;1;2;5;3;2;2;3;1;5;1;5;2;1;2;4;2;1;1;2;1;4;2;2
R635;2;1;2;3;5;1;5;2;3;3;3;1;4;4;5;4;4;1;1;1;2;3;5;1;5;4;2;3;3;4;5;4;5;4;3;3;5
R636;5;5;2;3;3;5;1;3;5;4;1;4;3;1;4;4;1;4;3;2;3;3;2;2;4;3;1;5;5;5;3;5;3;5;4;2;1
R637;2;1;1;5;5;1;3;4;5;3;2;3;3;5;4;1;3;3;3;5;3;3;1;2;4;2;2;1;4;2;5;5;1;5;4;2;4
R638;5;3;5;4;1;4;3;4;2;2;4;4;5;1;3;3;3;3;1;3;5;3;2;2;4;2;2;1;1;5;4;4;4;5;5;4;3
R639;5;1;1;2;1;3;2;2;2;5;1;3;5;1;5;2;2;1;1;4;2;3;3;3;3;1;1;2;2;3;5;3;4;5;4;1;2
R640;5;2;3;3;3;4;4;4;5;5;3;2;5;5;4;1;3;2;5;5;5;1;5;1;5;5;4;2;1;1;2;3;5;2;5;5;2
R641;1;5;4;2;1;4;3;4;1;4;3;1;2;4;2;2;1;3;3;1;5;5;5;5;2;2;5;1;4;2;1;4;3;5;1;4;1
R642;4;4;5;4;4;5;5;2;1;1;5;4;2;3;4;5;1;4;4;5;5;3;4;3;1;1;4;2;2;5;2;3;1;3;4;3;5
R643;3;3;1;5;2;5;5;1;2;3;2;5;2;3;5;5;2;2;1;3;3;3;2;1;5;5;3;1;3;2;2;3;4;5;4;2;2
R644;1;1;4;1;3;2;4;2;1;1;5;5;3;5;2;4;4;1;1;4;4;3;4;4;3;4;4;2;1;3;2;5;2;1;3;3;5
R645;3;5;2;4;1;4;5;2;4;5;5;1;2;3;3;1;1;1;1;2;4;1;5;3;3;1;3;3;3;5;2;5;5;5;4;4;1
R646;2;1;4;2;1;3;3;3;5;2;1;5;3;3;3;5;3;3;2;5;4;5;1;1;2;5;2;1;2;2;4;1;5;5;1;5;1
R647;1;3;4;4;2;5;1;2;2;2;2;2;4;3;3;4;2;1;4;4;2;5;2;1;3;5;4;4;2;2;4;2;4;2;3;3;1
R648;3;2;4;3;5;3;3;3;4;4;5;2;2;3;3;1;5;5;5;1;5;4;4;3;4;4;2;4;5;3;4;3;3;4;2;1;1
R649;1;4;2;5;3;4;1;2;1;3;3;2;3;4;1;1;4;3;4;3;2;2;4;2;5;4;3;5;5;4;5;2;3;1;1;4;1
R650;3;4;2;5;5;3;2;1;5;4;2;1;3;5;4;1;2;4;4;2;3;1;1;3;3;1;5;2;2;5;3;1;5;1;1;1;2
R651;5;3;2;3;4;1;5;3;2;1;2;2;4;2;3;2;4;3;5;4;1;4;5;5;2;5;2;1;5;2;5;1;5;1;2;5;4
R652;2;2;5;4;5;3;4;1;1;4;5;3;4;4;3;3;3;4;2;4;4;3;5;3;2;3;5;1;5;3;1;3;5;5;3;3;5
R653;5;4;3;2;1;4;3;3;4;5;5;3;1;4;2;1;3;5;2;4;1;4;2;3;1;2;3;3;2;2;3;1;2;5;4;1;1
R654;2;5;4;5;5;5;3;1;1;2;1;2;4;2;3;3;2;2;5;4;3;3;3;3;2;1;1;1;5;3;1;3;4;3;5;1;1
R655;2;3;1;3;1;3;3;2;5;3;1;2;1;5;5;3;4;1;2;1;3;5;2;2;2;1;3;1;2;3;2;2;4;5;1;5;5
R656;3;5;3;5;5;1;4;5;1;3;5;2;1;1;4;2;4;1;1;5;3;5;3;2;5;1;2;5;4;3;2;3;4;3;3;2;2
R657;5;1;2;5;5;3;3;1;3;5;1;3;1;4;2;4;1;2;3;5;5;2;3;2;5;3;2;1;3;3;2;1;5;1;5;2;1
R658;4;5;5;4;1;2;4;5;5;1;1;1;5;2;2;2;2;4;5;1;5;2;4;3;1;2;5;3;4;5;4;3;1;5;1;1;4
R659;4;2;5;5;1;1;5;3;2;4;5;2;2;4;4;2;4;5;5;3;5;5;4;5;1;3;5;4;2;1;3;2;3;1;4;5;4
R660;3;5;5;1;2;2;1;3;2;3;4;3;1;3;3;5;4;3;5;4;2;4;1;4;1;3;2;3;2;2;3;2;5;5;2;2;5
R661;4;5;2;2;2;4;5;1;2;2;2;4;5;4;1;4;1;5;3;4;3;5;2;3;3;4;2;1;2;3;4;3;2;4;2;4;2
R662;5;5;4;2;2;2;1;4;1;4;1;5;5;2;3;3;2;4;3;5;2;2;3;3;1;3;4;1;2;1;2;2;4;5;2;3;1
R663;2;3;1;2;1;1;4;2;2;2;1;2;1;2;5;2;3;3;3;5;2;5;3;3;1;4;4;5;3;5;4;4;5;3;1;4;1
R664;1;3;2;2;1;2;5;3;5;1;2;3;2;4;2;5;4;3;3;4;2;1;2;1;2;4;5;5;4;4;3;3;1;4;1;4;2
R665;3;4;4;2;4;3;1;1;5;4;5;5;3;1;2;1;4;2;4;1;1;2;5;3;1;3;1;1;4;2;1;3;3;4;1;3;2
R666;1;1;1;5;3;5;2;2;3;2;1;3;1;3;3;5;4;3;1;2;1;5;4;3;4;4;3;3;4;3;3;2;5;5;3;2;5
R667;2;1;4;5;1;3;4;4;2;5;1;3;2;3;3;2;2;3;4;1;4;4;1;1;4;1;4;5;2;3;1;1;2;4;4;3;2
R668;2;5;2;3;4;1;3;5;4;3;5;1;4;5;1;5;3;3;3;5;1;2;2;4;2;3;4;4;3;2;1;1;5;5;4;4;1
R669;2;5;1;2;3;2;2;5;3;4;1;5;3;4;1;2;1;4;1;2;3;2;1;3;5;5;4;1;4;4;2;1;2;5;1;2;1
R670;1;3;4;1;2;1;1;4;5;1;3;3;5;1;5;4;3;5;4;4;2;1;2;1;4;2;3;5;5;3;3;3;3;4;2;1;5
R671;1;4;5;2;2;4;2;5;5;4;4;5;3;2;3;1;4;5;3;2;4;1;3;2;4;5;4;4;2;5;5;2;4;4;5;5;5
R672;2;3;3;3;1;3;3;5;2;4;1;3;1;1;2;5;5;4;3;4;3;4;4;3;4;4;5;1;1;1;5;1;1;4;5;2;2
R673;2;3;5;4;3;3;5;1;3;4;1;1;1;3;1;2;4;1;5;2;5;2;5;2;1;4;2;4;3;3;5;4;3;4;3;1;4
R674;3;4;5;1;1;1;2;1;2;2;1;3;5;4;2;4;1;2;1;4;5;4;1;1;4;2;4;1;3;3;1;3;4;4;1;5;5
R675;3;2;3;3;2;4;1;1;4;3;2;5;3;3;4;1;2;1;1;4;4;5;1;4;5;5;5;2;5;1;5;1;4;1;2;5;2
R676;5;4;2;3;4;1;2;1;1;4;1;5;3;1;1;5;3;4;1;5;2;4;1;1;3;5;3;3;1;4;2;4;1;5;2;2;3
R677;4;1;5;2;5;1;5;5;4;3;3;3;5;5;5;4;4;2;5;5;5;3;4;1;5;2;2;3;3;4;2;4;3;5;5;3;2
R678;5;3;5;2;3;4;2;3;3;3;2;3;4;1;3;5;5;2;4;5;1;1;4;1;5;1;2;4;2;5;5;3;3;1;4;2;5
R679;2;5;2;2;4;4;3;5;3;5;4;2;1;5;2;3;2;2;4;5;5;4;2;3;4;1;1;5;2;4;4;2;5;4;2;4;3
R680;1;1;2;3;1;3;3;2;1;4;4;1;2;5;3;3;1;4;3;5;1;2;2;1;1;5;4;1;2;3;4;5;1;2;4;1;5
R681;5;4;5;2;2;1;2;3;5;1;2;1;5;5;2;3;4;1;5;2;3;2;2;1;3;3;3;1;2;4;1;3;5;4;1;3;3
R682;5;5;2;3;2;2;2;3;4;4;4;3;2;3;5;5;3;3;4;2;5;1;1;2;4;5;3;3;2;3;5;2;2;2;4;2;5
R683;3;5;1;5;3;2;2;2;5;3;4;2;1;2;1;4;1;5;3;5;5;3;4;2;5;3;5;1;2;2;3;5;2;5;4;4;5
R684;2;5;1;3;4;3;1;4;5;2;4;5;3;1;2;4;3;1;2;5;4;3;4;3;4;5;4;2;3;3;3;1;2;4;3;3;5
R685;5;1;5;3;3;4;1;4;2;1;3;3;1;1;5;5;2;2;1;3;1;2;4;4;5;2;1;3;4;4;4;3;3;5;3;3;4
R686;4;5;2;2;1;4;4;4;1;2;5;3;5;5;3;5;4;5;3;4;2;4;3;1;4;3;2;2;3;3;4;5;1;4;2;5;1
R687;1;2;3;2;2;2;5;4;3;5;1;3;4;4;5;3;5;1;1;1;5;1;3;5;2;2;2;4;3;2;3;4;4;2;5;1;4
R688;5;1;3;3;1;5;5;5;4;1;3;4;1;4;5;4;4;2;4;2;5;2;5;5;3;5;5;1;1;2;3;2;2;3;4;1;4
R689;2;2;1;2;1;2;1;5;3;1;4;3;4;5;4;5;1;2;2;4;2;5;5;1;3;3;4;3;1;2;2;1;4;3;1;3;5
R690;2;3;2;4;4;4;3;1;4;4;5;3;4;1;4;5;3;4;1;3;5;4;5;4;1;3;5;2;1;2;5;4;5;3;2;4;1
R691;3;5;2;5;3;4;5;4;3;3;5;3;2;3;2;5;1;2;3;4;5;3;2;5;5;1;4;3;4;4;5;2;5;5;3;3;3
R692;1;3;3;2;4;3;5;1;2;3;5;2;1;1;5;2;4;4;5;3;4;2;4;3;2;1;1;1;4;4;5;1;5;5;4;2;2
R693;2;4;1;5;4;4;2;4;1;4;3;1;1;1;3;1;3;1;3;3;1;2;2;3;2;1;1;3;1;1;5;3;3;2;4;1;4
R694;1;1;2;4;3;1;1;5;4;1;2;1;2;2;3;2;2;5;1;3;2;3;4;5;2;4;2;2;2;3;5;5;2;5;1;4;3
R695;2;4;2;2;1;1;5;5;2;2;3;1;1;4;5;3;1;3;5;4;3;1;3;4;4;2;2;1;4;3;2;5;5;3;4;1;4
R696;1;5;2;2;1;1;4;5;2;1;5;1;3;4;3;2;3;3;5;3;1;1;2;5;5;2;3;1;4;3;5;1;4;5;4;2;5
R697;5;4;4;3;4;5;3;2;3;2;1;3;2;1;1;2;3;3;1;4;5;5;1;4;1;3;4;2;4;1;1;1;4;5;4;3;4
R698;3;2;2;5;1;2;5;1;2;3;3;2;2;2;3;4;3;4;2;4;2;1;5;4;3;2;5;4;1;4;3;2;3;2;4;4;1
R699;4;2;2;1;3;5;4;2;1;1;1;3;1;2;3;2;5;5;2;3;5;2;1;4;2;1;1;1;4;4;4;5;1;2;2;1;4
R700;4;4;1;1;2;1;4;2;4;2;3;5;2;5;5;4;5;1;5;4;4;3;1;1;1;4;2;4;4;1;2;4;1;5;4;2;1
R701;5;1;5;3;1;2;3;3;2;1;5;4;2;5;2;5;4;4;1;5;5;2;1;4;5;4;3;3;1;1;2;4;3;1;3;5;1
R702;3;4;2;3;4;1;3;1;3;4;3;3;2;2;5;3;1;3;3;2;5;5;3;3;2;1;5;5;1;1;4;4;1;4;2;3;1
R703;1;2;3;4;1;2;4;5;2;3;4;2;1;4;5;2;4;1;4;2;5;2;2;3;1;5;3;1;5;1;2;2;1;3;4;1;5
R704;1;1;2;5;5;4;1;2;2;2;1;1;2;5;1;3;4;1;1;4;5;4;4;5;1;1;5;1;1;3;5;5;5;2;5;3;5
R705;4;2;5;1;4;4;1;3;4;1;3;4;4;3;5;2;4;1;3;1;1;2;3;2;1;3;3;2;3;5;1;1;2;4;4;3;1
R706;5;2;5;5;3;4;5;2;5;2;1;3;2;3;3;1;1;1;5;1;3;2;5;3;2;3;2;4;3;5;3;1;1;3;1;3;3
R707;2;5;5;3;4;4;3;4;2;1;3;1;3;5;3;3;3;2;1;3;4;2;5;4;5;1;4;5;1;2;4;5;1;2;5;5;4
R708;4;5;3;3;5;4;2;2;4;2;3;3;2;2;4;4;5;1;3;3;5;3;2;4;1;5;1;4;3;3;5;3;1;1;5;1;1
R709;1;1;3;5;2;4;3;4;4;4;1;4;2;4;3;5;3;5;4;1;3;1;3;2;1;4;1;4;4;5;3;3;4;4;2;4;4
R710;1;3;5;1;1;3;1;4;4;2;3;4;4;5;2;2;1;1;2;3;3;5;4;2;4;1;4;1;5;5;1;4;3;4;2;5;1
R711;3;5;5;2;4;5;3;3;4;1;4;4;1;3;4;2;1;3;3;2;2;3;4;5;3;3;4;1;5;2;4;4;1;1;3;1;1
R712;1;2;3;3;1;5;3;5;2;2;2;3;3;1;3;3;3;4;4;4;2;4;5;4;5;4;5;5;2;3;3;4;3;3;1;2;1
R713;3;5;4;2;4;4;2;4;1;4;3;3;2;5;4;5;1;4;2;1;2;2;3;3;2;1;1;4;4;2;1;5;1;3;2;1;2
